video_url,username,comment,time,likes
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@SandyRaksa,"​ @Jaguar-06-u7p semua nya pake bahasa indonesia koq bang tapi tetep video nya pake bahasa inggris,jadi males saya buat AI lagi",7 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Hahaha,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ratu.tiara_satu,apa nama tempat kerjanya dan ultah yang keberapa ka,2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Hahaa mantap om,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ArfaDanil,hahah coba coba om​ @WisnuAIPro ,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gamesplaysandroid1370,keren hu gimana cara agar karakter  konsisten,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@adi_candra007,Bikin Video AI Buat Promosi Jualan,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@cewecanz2663,Warga greenland setelah dipikir pikir iya juga soal ne bendera kita sama merah putih 🇮🇩 🇬🇱 😂😂😂,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@mgwildan,ini harus ke layanan pro dulu yaa ?? 🙏,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@fredyalphaers,Tapi bagaimana Ai bisa generate  wajah2 mereka ?? Setau sy Ai tidak mungkin bs generate wajah manusia krn itu berkaitan dgn identitas..,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@kiraran2867,Kalau yang ngomong pake foto sendiri bagaimana caranya Kak?,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@muhamadikrom6868,"Bang kenapa ya saya buat video, stelah jdi tidak ada suaranya",2 minggu yang lalu,3
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@NendraAzkha,Harus ke pro dulu,6 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@HiburHiburan-h8h,Jangan lupa tahuhgihrot mama sultan,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@SINYOHARMONIBALI,kak gimana caranya biar karakternya konsisten suksma,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@jujunjoswara569,Bang ada group nya ga pingin belajar,12 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@DivaGembrot,Waduh gimana nasib marjan d Ramadhan tahun depan y,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@irsalzip8283,"gimana caranya durasi panjang, soalx sy coba beberapa generate video tdk sampai 1 menit",2 minggu yang lalu,2
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@planetgamecommunity817,"Veo 1, veo 2, veo.3 ,veo.4, veo 5, veo6, veo 7, veo 9  veo 10.Veo.10= Youtube Tutup",2 minggu yang lalu (diedit),0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@NicoAndre-k3x,"Coba aja bisa 15 detik, auto bikin Vine sih 😂",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@kdrjytart6914,Prompt nya bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@dinarouw2325,Buat foto jadi video,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@botang_03,Di tempat ku cuma bisa jadi foto doang,11 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@pujiherlandari2782,"aku baru bikin video , udh gabisa lgi..bsa lagi nnti tgl 19 juni ..",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@HaleyTasik,Minta prompt nya donk kak buar copy paste 🙏,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@SisterFinance,"kasih tanda kurung kak contoh (bentuk muka, pipi chuby, hidung mancung, gigi tonggos, mata biru, dagu lancip), kalo untuk badan dan usia ya bisa di atur sesuai kebutuhan, itu cuma contoh ya 😅",2 minggu yang lalu (diedit),0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Bahahaha,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@pandjisp,sama,3 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ratu.tiara_satu,"pakai vpn ka biar merubah dr veo 2 ke veo 3 ka.. pilih wilayah amerika ka",2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya om,5 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@KUTiS_2M,8 detik,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@RiyadiMen,eemng durasinya mentok d situ bro mau sampe tua jga generate ga bakal 1 menit durasi,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@miegoreng228,​ @RiyadiMen  Kak ini emang harus pro ya? Soalnya saya coba gabisa text to video,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Xuanxii,"Tinggal 8s x 10 video, terus di gabung pakek converter",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Arjadogaming,"Gua mau berhenti langganan gk bs bang. ""setelah masuk ke Play Store, tulisannya beda seperti yg di tutorialnya bang😢. Videonya ada di short terbaruku kak. Mohon bantuannya",2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@coldsnapYT,7:35 kalo kena limit coba ganti akun saja bang.  *FYI aja*🙏,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@AnakpemulaChanel,Kira2 pake muka kita bisa,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@bella-sd9gs,"Bang ,, veo 3 ini bisa bikin 3d rumah bang ,, toling jawab",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@LUTFIADIMZ,Gratis peang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@TheAjitae,"Bg promtnya  jgn ada unsur bahasa inggrisnya contoh ""cup"" itu bahasa inggris ai nya kmungknan bakal berbicara bhs inggris,, kcuali klo emang dasar promptnya pake  bahasa inggris",13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@yusufbachtiar5811,"Bang, saya selalu bahasa inggris keluarnya, padahal prompt udah sama bang, ada tipsnya kah",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@antowie9659,"Ternyata ini pake gemini pro,,kirain  pake gemini biasa bisa.",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@HanifSaifudin-h8g,Kalau konsistensi karakter antar prompt gimana bang? Apakah pernah bikin?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Yosisport,Bikinin bang buat produk sandal saya. Byr brp,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@viraltiktok5969,"Bang kok di hp saya tetep veo2? Padahal sudah pro, dan sudah ganti vpn Amerika dll tetap gak bisa veo3",2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Xuanxii,Mukanya otomatis/kasih sendiri,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@kakilham3,Sudah ikutin tutornya cmn nggk ada suaranya kenapa ya bang?,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@KaptenBaru-x3o,cara munculin pilihan Videonya gimana bang? punya ku cuman ada Deep Research sama Canvas doang ..,3 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@sepatualdhis,Kalau minta bikinin video bisa bg.,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@HaleyTasik,Pliss share pompt nya kak,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@singteam493,Bang punya saya kok ada limit nya bang? Cmn bisa bikin 6x aja bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@masechospotter,"klo d HP gk bisa kah bang, gk pny laptop 🙂",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@abdik21,Cara naikin likit gimana ya kak,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@oetjesantoso8450,"bang..mau tanya, kalo seumpama, produk nya spesifik gitu kira2 vo3 bisa ga membuat nya, misal bikin jualan snack yang ada packaging nya dengan gambar yang sesuai denga pacakging tsb walau mungkin sekilas apabila pacagking itu sedang di pegang soarang anak kecil misal nya.",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gdissfyy_,kalo ganti akun brrti harus beli lagi dong?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Siap om trims infonya,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Yang pro om cuma dia gratis 1 bulan,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@antowie9659,"Iya OM, maka nya tdi saya bilang yg pro om.​ @WisnuAIPro ",9 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@YunitaLina,Bang gimana caranya biar bisa daptar Gemini pro,7 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Belum coba klo itu om,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@miegoreng228,"Samaaa, apa harus pake leptop ya? Tp saya coba dilwptop juga masih tetap veo2",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Coba donlot dulu om, klo udh donlot ga keluar suaranya hrs generate lagi",13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Pilih gemini flash atau pro di menu atas om ada pilihan,3 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Sekarang ini blm bisa di veo 3 sih, cuma bisa text to video.. Pake google flow kayanya bisa itu",2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@erozyeah,"Bisa ko ka bikin yang kaya kaka maksud. Sy bikin pake chatgpt., malah sudut pandangnya bisa diatur sesuka kita . Trus hasil generate gambar Di generate ke video pake runwayML atau kling ai.",2 minggu yang lalu (diedit),0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Limitsata,bang kl veo 2 blm bisa untuk generate video y?,2 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@suhendarjodie1716,Cara download vdio nya gmn bang?,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@refiandy,Sayangnya maksimal cuma 8 detik,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@SatrioPujangga,"Ditempat saya gemini, kok untuk create video ga ada ya, cuma deep reaserch ama. Camvas aja....knp ya bang.....trims",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@hifnibng25,Prompt,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@angga2209,sudah pake VPN tetep gak keluar opsi Video,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@mieayamcapek,"Udah Pro Tapi Baru Buat 3 Video doang udah Full gitu, kudu nunggu 10 harian lagi. Kenapa yahhhh???",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gerizimstudio3039,bang kenapa digoogle gemini belum muncul tombol video buat cek apakah sudah menggunakan veo3 atau 2?,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@naylahijab952,yang muncul cuma deep sama canvas aku coba ga ada video nya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@AS_Gokay.85,Minimal gemininya udah pro..alias prabayar yea kak,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@terkasaham,kok saya ga keluar suaranya ya bang,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@gangebuntu,supaya tidak kena batasan sebaiknya bikinnya  berapa video? dan kalo pengan durasi yang lama gimana kak,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@sinarsehatsmd1454,Kak sy sudah instal vpn dan gemini pro tp kenapa di gemini masih veo2 ya. Gimn ya supaya bisa connect. N videonya kenapa ga bisa panjang ya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Buronan_Mertuaku,Kok saya bikin gak keluar suaranya yah,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@driverkbp1159,Saya bikin vidio tp gak ada suaranya,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@yayacahyadi84,"keren bang ilmunya, mantap",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Joran_MLC,"Izin Om Bagi Teks'y Karna Sya Juga Jualan Tahu Gejrot, Mohon di jawab",2 minggu yang lalu (diedit),0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ageofking9518,Bang di hp kok ngga bisa bang ya bro 3 ini,6 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@iwakmanyung7691,Aku dah pro dah pkai vpn masih tapi tetap v2 gak mau v3,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@fitrahardiansyah2369,"Btw itu karakternya wajah asli apa fiktif,klo fiktif ko mirip orang indonesia",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Video bisa cuma  blm ada suara sm ngomong,2 hari yang lalu (diedit),0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Di atasnya pindahin ke  versi flash atau pro om ada menu pilihan,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@ZonaRetros,prut,2 minggu yang lalu,1
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Coba liat menu di atas om pindahin ke flash atau pro ntar muncul menu videonya,12 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya tapi gratis itu 1 bulan,13 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@moneyfree011,"Kalau tidak mau kena batasan kayaknya harus langganan berbayar /bukan free trial, untuk durasi per video hanya 8 detik, kalau mau di extend ada dua cara Pertama lewat flow dari google, alternative kedua dan Gratis lewat google ai studio",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Emang ada limitnya om jadi harus nunggu giliran, paling pake email baru daftar lagi",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Vpn lokasinya pilih Amerika, coba klik di veo 2 nya nanti ada pilihan veo 3.. Durasi 8 detik sekali generate, di edit aja sambung2 klo mau panjang",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,Iya om edit aja dari prompt yg ada di video tinggal ganti nama,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@WisnuAIPro,"Fiktif om, emang itu kelebihannya veo om hehe",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@hisanhisan4558,Ini harus Gemini pro apa tdk bang?,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Zx16888,Ini harus pakai yg pro ya bang?harus berlangganan kalo mau buat video gini?,5 hari yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@Firlinda-x3q,Saya buat kok gak keluar suaranya ya kenapa,2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@farisanahla,"1 akun berapa video sih bg limitnya ? Saya pakai sekitar 6 atau 7 kali limit nya udah abis, tanggal 8 , eh malah d indur lagi, tanggal 12 baru bsa lagi🤣",2 minggu yang lalu,0
https://youtu.be/H8B8NESbRCE?si=IQiz-sJvU1yUannt,@fareldanendra9464,kok diasaya cuman video doang bang ya gaada suaranya,2 minggu yang lalu,0
