username,comment,time,likes,sentimen,kepercayaan
@ngajidiri-u6m,Gratiis apa bayar om?,2 minggu yang lalu,0,positif,0.996586799621582
@user-cd8me9we8o,😂😂,13 hari yang lalu,0,negatif,0.9349061250686646
@WisnuAIPro,Hahahaa,2 minggu yang lalu,0,negatif,0.8299658298492432
@KUTiS_2M,kalok teks gitu bicaranya jadi gitu.,2 minggu yang lalu,0,positif,0.990764856338501
@SandyRaksa,Video saya pake nya bahasa inggris mulu bang knapa ya,13 hari yang lalu,0,positif,0.9405893087387085
@Jaguar-06-u7p,"​ @SandyRaksa utamakan kata depan nya menggunakan kata dari bahasa Indonesia yg sesuai, atau pas waktu buat prompt ke dalam bahasa Inggris nya kata kata nya ada yg diterjemahkan dlm bahasa Inggris buasa nya ada yg di dalam tanda kurung, nah itu hapus aja yg di dalam tanda kurung itu",12 hari yang lalu,0,positif,0.5510478019714355
@SandyRaksa,"​ @Jaguar-06-u7p semua nya pake bahasa indonesia koq bang tapi tetep video nya pake bahasa inggris,jadi males saya buat AI lagi",6 hari yang lalu,0,positif,0.9934087991714478
@WisnuAIPro,Hahaha,2 minggu yang lalu,0,negatif,0.9726011157035828
@ratu.tiara_satu,apa nama tempat kerjanya dan ultah yang keberapa ka,1 hari yang lalu,0,netral,0.8226557374000549
@SisterFinance,"kasih tanda kurung kak contoh (bentuk muka, pipi chuby, hidung mancung, gigi tonggos, mata biru, dagu lancip), kalo untuk badan dan usia ya bisa di atur sesuai kebutuhan, itu cuma contoh ya 😅",2 minggu yang lalu (diedit),0,netral,0.9696734547615051
@ArfaDanil,"suasana Indonesia anak muda
berjalan, medium shot latar suasana sorum Indonesia anak muda tersebut berkata dalam bahasa Indonesia:
"" bapak ibu warga metro lampung jangan lupa mampir ke sorum rd metro, pasti bagus bagus loh unti nya monggo di liat liat dulu"" 
orang-orang  di belakang berkumpul sambil bilang mantap lalu tertawa, style realistic",2 minggu yang lalu,0,negatif,0.9893649816513062
@mgwildan,ini harus ke layanan pro dulu yaa ?? 🙏,2 minggu yang lalu,1,netral,0.9852020144462585
@NendraAzkha,Harus ke pro dulu,5 hari yang lalu,0,netral,0.5824211835861206
@cewecanz2663,Warga greenland setelah dipikir pikir iya juga soal ne bendera kita sama merah putih 🇮🇩 🇬🇱 😂😂😂,2 minggu yang lalu,0,netral,0.6745476126670837
@fredyalphaers,Tapi bagaimana Ai bisa generate  wajah2 mereka ?? Setau sy Ai tidak mungkin bs generate wajah manusia krn itu berkaitan dgn identitas..,2 minggu yang lalu,0,positif,0.8702100515365601
@coldsnapYT,7:35 kalo kena limit coba ganti akun saja bang.  *FYI aja*🙏,2 minggu yang lalu,0,netral,0.9157437086105347
@pujiherlandari2782,"aku baru bikin video , udh gabisa lgi..bsa lagi nnti tgl 19 juni ..",2 minggu yang lalu,0,netral,0.9110862612724304
@NicoAndre-k3x,"Coba aja bisa 15 detik, auto bikin Vine sih 😂",2 minggu yang lalu,0,netral,0.9820115566253662
@SINYOHARMONIBALI,kak gimana caranya biar karakternya konsisten suksma,2 minggu yang lalu,0,netral,0.9641246199607849
@kiraran2867,Kalau yang ngomong pake foto sendiri bagaimana caranya Kak?,12 hari yang lalu,0,netral,0.8772342801094055
@muhamadikrom6868,"Bang kenapa ya saya buat video, stelah jdi tidak ada suaranya",13 hari yang lalu,3,positif,0.9179655909538269
@HaleyTasik,Minta prompt nya donk kak buar copy paste 🙏,2 minggu yang lalu,0,netral,0.7532370090484619
@botang_03,Di tempat ku cuma bisa jadi foto doang,10 hari yang lalu,0,netral,0.9338496327400208
@DivaGembrot,Waduh gimana nasib marjan d Ramadhan tahun depan y,2 minggu yang lalu,0,positif,0.928540825843811
@irsalzip8283,"gimana caranya durasi panjang, soalx sy coba beberapa generate video tdk sampai 1 menit",2 minggu yang lalu,2,netral,0.9735088348388672
@jujunjoswara569,Bang ada group nya ga pingin belajar,11 hari yang lalu,0,positif,0.9213016629219055
@Arjadogaming,"Gua mau berhenti langganan gk bs bang.
""setelah masuk ke Play Store,
tulisannya beda seperti yg di tutorialnya bang😢.
Videonya ada di short terbaruku kak.
Mohon bantuannya",2 minggu yang lalu,1,netral,0.9653240442276001
@AnakpemulaChanel,Kira2 pake muka kita bisa,2 minggu yang lalu,0,netral,0.9943934679031372
@antowie9659,"Ternyata ini pake gemini pro,,kirain  pake gemini biasa bisa.",13 hari yang lalu,0,netral,0.9883804321289062
@dinarouw2325,Buat foto jadi video,2 minggu yang lalu,0,netral,0.9960656762123108
@WisnuAIPro,Hahaa mantap om,2 minggu yang lalu,0,negatif,0.9958106279373169
@ArfaDanil,hahah coba coba om​ @WisnuAIPro ,2 minggu yang lalu,0,netral,0.9078146815299988
@WisnuAIPro,Iya om,4 hari yang lalu,0,netral,0.500171959400177
@WisnuAIPro,Bahahaha,2 minggu yang lalu,0,negatif,0.9494085907936096
@gdissfyy_,kalo ganti akun brrti harus beli lagi dong?,2 minggu yang lalu,0,netral,0.8306368589401245
@pandjisp,sama,2 hari yang lalu,0,negatif,0.9320558309555054
@ratu.tiara_satu,"pakai vpn ka biar merubah dr veo 2 ke veo 3 ka..
pilih wilayah amerika ka",1 hari yang lalu,0,netral,0.9954105019569397
@KUTiS_2M,8 detik,2 minggu yang lalu,0,netral,0.9075862169265747
@RiyadiMen,eemng durasinya mentok d situ bro mau sampe tua jga generate ga bakal 1 menit durasi,2 minggu yang lalu,0,positif,0.9839866161346436
@miegoreng228,​ @RiyadiMen  Kak ini emang harus pro ya? Soalnya saya coba gabisa text to video,2 minggu yang lalu,0,netral,0.7961266040802002
@Xuanxii,"Tinggal 8s x 10 video, terus di gabung pakek converter",2 minggu yang lalu,0,netral,0.9876784682273865
@WisnuAIPro,Yang pro om cuma dia gratis 1 bulan,13 hari yang lalu,0,netral,0.9337465167045593
@antowie9659,"Iya OM, maka nya tdi saya bilang yg pro om.​ @WisnuAIPro ",8 hari yang lalu,0,netral,0.9668777585029602
@YunitaLina,Bang gimana caranya biar bisa daptar Gemini pro,6 hari yang lalu,0,netral,0.9623972773551941
@kakilham3,Sudah ikutin tutornya cmn nggk ada suaranya kenapa ya bang?,12 hari yang lalu,0,positif,0.545762836933136
@mieayamcapek,"Udah Pro Tapi Baru Buat 3 Video doang udah Full gitu, kudu nunggu 10 harian lagi. Kenapa yahhhh???",2 minggu yang lalu,0,positif,0.9922255277633667
@HiburHiburan-h8h,Jangan lupa tahuhgihrot mama sultan,2 minggu yang lalu,0,negatif,0.7952917218208313
@LUTFIADIMZ,Gratis peang,2 minggu yang lalu,0,negatif,0.9779074192047119
@Xuanxii,Mukanya otomatis/kasih sendiri,2 minggu yang lalu,0,positif,0.5183682441711426
@TheAjitae,"Bg promtnya  jgn ada unsur bahasa inggrisnya contoh ""cup"" itu bahasa inggris ai nya kmungknan bakal berbicara bhs inggris,, kcuali klo emang dasar promptnya pake  bahasa inggris",12 hari yang lalu,0,positif,0.7047238349914551
@hifnibng25,Prompt,2 minggu yang lalu,0,netral,0.697415292263031
@KaptenBaru-x3o,cara munculin pilihan Videonya gimana bang? punya ku cuman ada Deep Research sama Canvas doang ..,2 hari yang lalu,0,netral,0.5286573767662048
@Yosisport,Bikinin bang buat produk sandal saya. Byr brp,2 minggu yang lalu,0,netral,0.9924561977386475
@jjsingker521,Di hp gue ngk bisa bg😢😢😢,3 hari yang lalu,0,netral,0.9903762936592102
@bella-sd9gs,"Bang ,, veo 3 ini bisa bikin 3d rumah bang ,, toling jawab",2 minggu yang lalu,0,netral,0.8471782207489014
@yusufbachtiar5811,"Bang, saya selalu bahasa inggris keluarnya, padahal prompt udah sama bang, ada tipsnya kah",2 minggu yang lalu,0,netral,0.9894679188728333
@HanifSaifudin-h8g,Kalau konsistensi karakter antar prompt gimana bang? Apakah pernah bikin?,2 minggu yang lalu,0,netral,0.9009389877319336
@planetgamecommunity817,"Veo 1, veo 2, veo.3 ,veo.4, veo 5, veo6, veo 7, veo 9  veo 10.


Veo.10= Youtube Tutup",2 minggu yang lalu (diedit),0,netral,0.9907013177871704
@kdrjytart6914,Prompt nya bang,2 minggu yang lalu,0,netral,0.8723209500312805
@masechospotter,"klo d HP gk bisa kah bang, gk pny laptop 🙂",13 hari yang lalu,0,positif,0.606119692325592
@viraltiktok5969,"Bang kok di hp saya tetep veo2? Padahal sudah pro, dan sudah ganti vpn Amerika dll tetap gak bisa veo3",2 minggu yang lalu,1,positif,0.9447534084320068
@abdik21,Cara naikin likit gimana ya kak,2 minggu yang lalu,0,netral,0.7754488587379456
@refiandy,Sayangnya maksimal cuma 8 detik,2 minggu yang lalu,0,netral,0.913009524345398
@HaleyTasik,Pliss share pompt nya kak,2 minggu yang lalu,0,netral,0.9101472496986389
@WisnuAIPro,"Coba donlot dulu om, klo udh donlot ga keluar suaranya hrs generate lagi",12 hari yang lalu,0,netral,0.9538509845733643
@WisnuAIPro,Siap om trims infonya,12 hari yang lalu,0,negatif,0.718547523021698
@ZonaRetros,prut,2 minggu yang lalu,1,positif,0.9912949204444885
@WisnuAIPro,Pilih gemini flash atau pro di menu atas om ada pilihan,2 hari yang lalu,0,netral,0.9975760579109192
@WisnuAIPro,Belum coba klo itu om,2 minggu yang lalu,0,positif,0.8812012672424316
@miegoreng228,"Samaaa, apa harus pake leptop ya? Tp saya coba dilwptop juga masih tetap veo2",2 minggu yang lalu,0,netral,0.9023330807685852
@sepatualdhis,Kalau minta bikinin video bisa bg.,2 minggu yang lalu,0,netral,0.9962218999862671
@angga2209,sudah pake VPN tetep gak keluar opsi Video,2 minggu yang lalu,0,netral,0.8806118369102478
@SatrioPujangga,"Ditempat saya gemini, kok untuk create video ga ada ya, cuma deep reaserch ama. Camvas aja....knp ya bang.....trims",2 minggu yang lalu,0,positif,0.7661060094833374
@varizzaky8377,"Cuman kok jeda waktu antara sudah habis penggunaan dan bisa lagi digunakan, lama. 🤦",2 minggu yang lalu,0,netral,0.5822142958641052
@singteam493,Bang punya saya kok ada limit nya bang? Cmn bisa bikin 6x aja bang,2 minggu yang lalu,0,positif,0.5481706857681274
@naylahijab952,yang muncul cuma deep sama canvas aku coba ga ada video nya,2 minggu yang lalu,0,netral,0.5890758037567139
@AS_Gokay.85,Minimal gemininya udah pro..alias prabayar yea kak,12 hari yang lalu,0,netral,0.9950778484344482
@suhendarjodie1716,Cara download vdio nya gmn bang?,12 hari yang lalu,0,positif,0.68050616979599
@Limitsata,bang kl veo 2 blm bisa untuk generate video y?,1 hari yang lalu,0,netral,0.9913934469223022
@Joran_MLC,"Izin Om Bagi Teks'y Karna Sya Juga Jualan Tahu Gejrot, Mohon di jawab",2 minggu yang lalu (diedit),0,netral,0.9593943953514099
@terkasaham,kok saya ga keluar suaranya ya bang,2 minggu yang lalu,0,positif,0.9808312058448792
@driverkbp1159,Saya bikin vidio tp gak ada suaranya,2 minggu yang lalu,0,positif,0.8231921792030334
@fitrahardiansyah2369,"Btw itu karakternya wajah asli apa fiktif,klo fiktif ko mirip orang indonesia",2 minggu yang lalu,0,positif,0.9860594868659973
@farisanahla,"1 akun berapa video sih bg limitnya ? Saya pakai sekitar 6 atau 7 kali limit nya udah abis, tanggal 8 , eh malah d indur lagi, tanggal 12 baru bsa lagi🤣",2 minggu yang lalu,0,netral,0.9264540672302246
@oetjesantoso8450,"bang..mau tanya, kalo seumpama, produk nya spesifik gitu kira2 vo3 bisa ga membuat nya, misal bikin jualan snack yang ada packaging nya dengan gambar yang sesuai denga pacakging tsb walau mungkin sekilas apabila pacagking itu sedang di pegang soarang anak kecil misal nya.",2 minggu yang lalu,0,netral,0.9323616623878479
@yayacahyadi84,"keren bang ilmunya, mantap",13 hari yang lalu,0,negatif,0.9964582324028015
@Buronan_Mertuaku,Kok saya bikin gak keluar suaranya yah,2 minggu yang lalu,0,positif,0.9919711351394653
@pencarikebenaran1909,Saya selalu tiap buat selalu gak ada suaranya 😢😢.,2 minggu yang lalu,1,positif,0.8963525891304016
@sinarsehatsmd1454,Kak sy sudah instal vpn dan gemini pro tp kenapa di gemini masih veo2 ya. Gimn ya supaya bisa connect. N videonya kenapa ga bisa panjang ya,2 minggu yang lalu,0,netral,0.8771428465843201
@gangebuntu,supaya tidak kena batasan sebaiknya bikinnya  berapa video? dan kalo pengan durasi yang lama gimana kak,2 minggu yang lalu,0,netral,0.6617961525917053
@WisnuAIPro,Di atasnya pindahin ke  versi flash atau pro om ada menu pilihan,2 minggu yang lalu,0,netral,0.9960035681724548
@WisnuAIPro,Iya tapi gratis itu 1 bulan,12 hari yang lalu,0,positif,0.6772124767303467
@WisnuAIPro,Video bisa cuma  blm ada suara sm ngomong,1 hari yang lalu (diedit),0,netral,0.9714055061340332
@WisnuAIPro,Iya om edit aja dari prompt yg ada di video tinggal ganti nama,2 minggu yang lalu,0,netral,0.990526556968689
@WisnuAIPro,"Fiktif om, emang itu kelebihannya veo om hehe",2 minggu yang lalu,0,negatif,0.9710200428962708
@WisnuAIPro,Nah itu dia om sama ane juga di undur kmren haha,2 minggu yang lalu,0,netral,0.6483794450759888
@WisnuAIPro,"Sekarang ini blm bisa di veo 3 sih, cuma bisa text to video.. Pake google flow kayanya bisa itu",2 minggu yang lalu,1,netral,0.9229638576507568
@erozyeah,"Bisa ko ka bikin yang kaya kaka maksud. Sy bikin pake chatgpt., malah sudut pandangnya bisa diatur sesuka kita . Trus hasil generate gambar Di generate ke video pake runwayML atau kling ai.",2 minggu yang lalu (diedit),0,netral,0.9643482565879822
@Duniabakery,Di save aja kak pas udah simpan biasanya ada suaranya,2 minggu yang lalu,0,netral,0.9941624999046326
@RajaYoutubeEV, @Duniabakery tetep ga ada kk,2 minggu yang lalu,1,positif,0.9527406692504883
@WisnuAIPro,"Vpn lokasinya pilih Amerika, coba klik di veo 2 nya nanti ada pilihan veo 3.. Durasi 8 detik sekali generate, di edit aja sambung2 klo mau panjang",2 minggu yang lalu,0,netral,0.9283108711242676
@moneyfree011,"Kalau tidak mau kena batasan kayaknya harus langganan berbayar /bukan free trial, untuk durasi per video hanya 8 detik, kalau mau di extend ada dua cara

Pertama lewat flow dari google, alternative kedua dan Gratis lewat google ai studio",2 minggu yang lalu,0,negatif,0.7552312612533569
@WisnuAIPro,"Emang ada limitnya om jadi harus nunggu giliran, paling pake email baru daftar lagi",2 minggu yang lalu,0,netral,0.9875039458274841
@gerizimstudio3039,bang kenapa digoogle gemini belum muncul tombol video buat cek apakah sudah menggunakan veo3 atau 2?,11 hari yang lalu,0,netral,0.9034950137138367
@fareldanendra9464,kok diasaya cuman video doang bang ya gaada suaranya,13 hari yang lalu,0,positif,0.9928156137466431
@ageofking9518,Bang di hp kok ngga bisa bang ya bro 3 ini,5 hari yang lalu,0,positif,0.936886191368103
@anna-e4h9e,durasinya maksimalnya 8 detik yaa,10 hari yang lalu,0,netral,0.9427024722099304
@ahmadwns,"saya membuat yang pertama jadi sesui harapan.
terus buat lagi kok gak ada suaranya ya bang",2 minggu yang lalu,0,positif,0.9888414740562439
@harosmurtia,audio nya bang😭,7 hari yang lalu,0,netral,0.6543763279914856
@Firlinda-x3q,Saya buat kok gak keluar suaranya ya kenapa,2 minggu yang lalu,0,positif,0.9921654462814331
@hisanhisan4558,Ini harus Gemini pro apa tdk bang?,2 minggu yang lalu,0,positif,0.8653612732887268
@ripaginanjar6888,"bang tolong jwb , apakah ada batasan harian bikin vidio vio 3 ,??? 🙏🙏🙏 contoh ny cuman 3 vidio sehari",11 hari yang lalu,0,netral,0.8624441623687744
@iwakmanyung7691,Aku dah pro dah pkai vpn masih tapi tetap v2 gak mau v3,2 minggu yang lalu,0,positif,0.7076799869537354
@YTChannel5758,di punyaku tidak work,2 minggu yang lalu,0,positif,0.9970455765724182
@shczxlynqvotte,Kenapa engga warga konoha bang,2 minggu yang lalu,0,positif,0.9501193761825562
@informantunggal9749,Supaya wajah bisa diganti wajah kita gimana,2 minggu yang lalu,0,netral,0.7017985582351685
@rikkk-r3f,"cara ngatasi gaada suaranya gimana ya bang, udah clear cache ganti server vpn sama aja",2 minggu yang lalu,0,netral,0.5422276258468628
@MuhammadAbdillah-ut5nk,wajahnya bisa diganti dengan wajah kita gak bang,2 minggu yang lalu,0,netral,0.96269690990448
@WPid,bikin durasi video dari gemini ini durasinya bisa panjang gk bro,2 minggu yang lalu,0,netral,0.9435451626777649
@Zx16888,Ini harus pakai yg pro ya bang?harus berlangganan kalo mau buat video gini?,4 hari yang lalu,0,netral,0.810032069683075
@EpiHanapiah-c3k,Ko gua ga ada suara nya,2 minggu yang lalu,0,positif,0.9702187180519104
@arjuna3861,Ijin tanya abang...kenapa ya ko ngomong nya suka bahasa inggris..itu kesalahan dari apa nya ya,2 minggu yang lalu,0,positif,0.9899657964706421
@nhizyarachannel2165,"Bang,  gimana caranya biar bikin veo 3 tanpa limit.",2 minggu yang lalu,0,netral,0.8950538039207458
@WisnuAIPro,Coba liat menu di atas om pindahin ke flash atau pro ntar muncul menu videonya,11 hari yang lalu,0,netral,0.9941330552101135
@WisnuAIPro,Iya betul om,10 hari yang lalu,0,negatif,0.8868260383605957
@WisnuAIPro,"Coba donlot dulu om kadang setelah di donlot baru muncul suaranya, klo ga juga hrs generate ulang",2 minggu yang lalu,0,netral,0.9806086421012878
@sukasukasaya9,1 hari 2 video bang,9 hari yang lalu,0,netral,0.9904678463935852
@WisnuAIPro,Bahaha,2 minggu yang lalu,0,negatif,0.8939045667648315
@WisnuAIPro,Tambahin pake ai faceswap om,2 minggu yang lalu,0,netral,0.9818587303161621
@WisnuAIPro,Coba donlot dulu om kadang suka keluar suara klo udh di donlot,2 minggu yang lalu,0,netral,0.909155011177063
@WisnuAIPro,Klo di veo 3 sendiri belum bisa paling combine pake AI yang lain om faceswap gtu,2 minggu yang lalu,0,netral,0.7607327699661255
@WisnuAIPro,"Sekali generate 8 detik, paling di edit om di sambung biar panjang",2 minggu yang lalu,0,netral,0.9235053062438965
@WisnuAIPro,"Iya yg pro, tapi dpt gratis 1 bulan pertama",4 hari yang lalu,0,netral,0.966159462928772
@WisnuAIPro,Kadang suka gtu om ane generate ulang klo gtu,2 minggu yang lalu,0,netral,0.8564953804016113
@WisnuAIPro,Ga tau klo itu om soalnya yg pro aja di batesin hehe,2 minggu yang lalu,0,positif,0.8129012584686279
@retailindomandiri1874,Di google gemininya ga ada logo video kenapa ya,2 minggu yang lalu,0,positif,0.5230066180229187
@ferrymulianto8132,Bisnis informasi bisa kontak kemana kak?,2 minggu yang lalu,0,netral,0.9941684007644653
@evanbagus3090,kalau mencapai batas gmn bang,2 minggu yang lalu,0,positif,0.9142935872077942
@YunitaLina,Saya bikin bang tapi blm ada fitur videonya bang,6 hari yang lalu,0,netral,0.9912543892860413
@RayZyo,Jual promtnya bang,8 hari yang lalu,0,negatif,0.5999811887741089
@Xycann,Kokk punya saya bahasa inggris ya bang bicara nya,7 hari yang lalu,0,positif,0.9498975276947021
@RajaYoutubeEV,Harus lewat pc yah bang ga bisa lewat hp,2 minggu yang lalu,0,netral,0.9776883125305176
@kardiansyah3844,Bang tanya saya setiap bikin kok suaranya gak muncul ya hanya video saja😢,2 minggu yang lalu,0,netral,0.5263860821723938
@Jakantod,Cara daftar  gratis Veo 3 harus pake kartu credit gmn cara nya bikin kartu kredit ya 😂,2 minggu yang lalu (diedit),0,netral,0.976653516292572
@MrNdey,bang ada cara supaya bisa pakai foto sendiri ngga?,2 minggu yang lalu,0,netral,0.9950132966041565
@ipung-ism7011,Ko gada suaranya ya,2 minggu yang lalu,1,positif,0.9203468561172485
@MasBaik-u5e,Bisa pake muka kita sendiri gak bang,2 minggu yang lalu,0,netral,0.9100022315979004
@candrakirana1335,"Saya biat kadang gak bisa di play sama di download bg, solusi nya gimana ya",2 minggu yang lalu,0,positif,0.8611302375793457
@sigit7468,Tombol Video nya kok gak nampil ya,2 minggu yang lalu,0,positif,0.911582887172699
@alminafirman5168,Kalo kita masukin gambar sample produk bisa ga ya?,7 hari yang lalu,0,netral,0.9955678582191467
@SentralStamp,bang kenapa pas saya buka gemini tidak ada tools video?,9 hari yang lalu,0,netral,0.7397875785827637
@gerandrean,Cara buat nya dan bikin dmn? Apa bisa di apk gemini? Dan gratis? Atau cuman bisa di Web nya?,2 minggu yang lalu,0,netral,0.8066938519477844
@akumasmu7708,"Ka aku udah updat ke versi pro tapi veo 3 ny koq gak muncul""",2 minggu yang lalu,0,positif,0.8260661959648132
@gowes_gurat_garut_,Klo mukanya diubah peke muka kita bisa ga om?,2 minggu yang lalu,0,netral,0.5525180697441101
@ChirulAnitriWastuti,Berbayar ya bwangg,2 minggu yang lalu,0,positif,0.8663398623466492
@WisnuAIPro,Di menu atas coba cek pindahin ke google flash atau pro,2 minggu yang lalu,0,netral,0.9964421391487122
@WisnuAIPro,Bisa wa ke no 085810134712,2 minggu yang lalu,0,netral,0.9965516328811646
@WisnuAIPro,Coba klik menu gemini di atas pindahin ke flash atau pro,6 hari yang lalu,0,netral,0.9932357668876648
@WisnuAIPro,Ide bagus nih haha,8 hari yang lalu,0,negatif,0.9956093430519104
@WisnuAIPro,Bisa ko lewat hp,2 minggu yang lalu,0,netral,0.9960643649101257
@RajaYoutubeEV, @WisnuAIPro webnya apa bang ko saya mahbyg muncul gambar,2 minggu yang lalu,0,netral,0.6170956492424011
@WisnuAIPro,​ @RajaYoutubeEV google Gemini om bisa instal di android,2 minggu yang lalu,1,netral,0.9969747066497803
@RajaYoutubeEV, @WisnuAIPro klo iphone apa om saya insal google gemini di iphone bisanya cua gambar ga bisa bikin video,2 minggu yang lalu,0,positif,0.5252221822738647
@WisnuAIPro,​ @RajaYoutubeEV coba liat pilihannya om hrsnya ada,2 minggu yang lalu,0,netral,0.9952777624130249
@RajaYoutubeEV, @WisnuAIPro udah bisa bang tp ga ada suaranya gmna supaya ada suaranya munculnya malah subtitle,2 minggu yang lalu,0,positif,0.8311668634414673
